partner,currency,stk_flow,sitc06,geo\time	2014 	2012 	2010 
EXT_EU,USD,EXP,SITC33,AT	29.1 	33 	5.8 
EXT_EU,USD,EXP,SITC33,BE	81.5 	82 	77.5 
EXT_EU,USD,EXP,SITC33,BG	99.2 	97.9 	96.8 
EXT_EU,USD,EXP,SITC33,CY	53.9 	43.9 	26.8 
EXT_EU,USD,EXP,SITC33,CZ	33 	17.1 	26.6 
EXT_EU,USD,EXP,SITC33,DE	23.7 	36.9 	48 
EXT_EU,USD,EXP,SITC33,DK	93.2 	94.8 	89.7 
EXT_EU,USD,EXP,SITC33,EA	65.7 	62.5 	72.5 
EXT_EU,USD,EXP,SITC33,EE	89.9 	89.8 	96.1 
EXT_EU,USD,EXP,SITC33,EL	92.9 	85 	87.2 
EXT_EU,USD,EXP,SITC33,ES	82.7 	86.1 	69.4 
EXT_EU,USD,EXP,SITC33,EU	63.3 	59.2 	66 
EXT_EU,USD,EXP,SITC33,FI	89 	74.9 	89.9 
EXT_EU,USD,EXP,SITC33,FR	90.6 	66.3 	92.5 
EXT_EU,USD,EXP,SITC33,HR	16.8 	: 	: 
EXT_EU,USD,EXP,SITC33,HU	30.4 	43.4 	38.9 
EXT_EU,USD,EXP,SITC33,IE	100 	100 	99.8 
EXT_EU,USD,EXP,SITC33,IT	93.8 	77.8 	83.4 
EXT_EU,USD,EXP,SITC33,LT	97.5 	95.8 	98.9 
EXT_EU,USD,EXP,SITC33,LU	15.2 	4.9 	1.9 
EXT_EU,USD,EXP,SITC33,LV	43.2 	92.7 	85.3 
EXT_EU,USD,EXP,SITC33,MT	93.3 	100 	58.3 
EXT_EU,USD,EXP,SITC33,NL	24.3 	27.8 	41.3 
EXT_EU,USD,EXP,SITC33,PL	0 	0 	0.2 
EXT_EU,USD,EXP,SITC33,PT	72.2 	72.3 	62.5 
EXT_EU,USD,EXP,SITC33,RO	98 	98.6 	98.5 
EXT_EU,USD,EXP,SITC33,SE	86.1 	57.6 	17.9 
EXT_EU,USD,EXP,SITC33,SI	2.5 	22.9 	31 
EXT_EU,USD,EXP,SITC33,SK	70.4 	51.6 	56.2 
EXT_EU,USD,EXP,SITC33,UK	21.8 	22.3 	27.6 
EXT_EU,USD,EXP,SITC5-8,AT	19.8 	18 	18 
EXT_EU,USD,EXP,SITC5-8,BE	40.7 	36.9 	38 
EXT_EU,USD,EXP,SITC5-8,BG	40.3 	41.7 	39.8 
EXT_EU,USD,EXP,SITC5-8,CY	33.2 	44.7 	36.6 
EXT_EU,USD,EXP,SITC5-8,CZ	34.3 	33.9 	34.5 
EXT_EU,USD,EXP,SITC5-8,DE	26 	25.3 	25.3 
EXT_EU,USD,EXP,SITC5-8,DK	31.2 	30.8 	27.7 
EXT_EU,USD,EXP,SITC5-8,EA	29.6 	29.1 	30 
EXT_EU,USD,EXP,SITC5-8,EE	18.1 	20.6 	28.9 
EXT_EU,USD,EXP,SITC5-8,EL	30.3 	29.2 	28.7 
EXT_EU,USD,EXP,SITC5-8,ES	22.6 	23.8 	21.3 
EXT_EU,USD,EXP,SITC5-8,EU	29.6 	29.2 	29 
EXT_EU,USD,EXP,SITC5-8,FI	25.6 	23.3 	43.5 
EXT_EU,USD,EXP,SITC5-8,FR	38.3 	38 	38.4 
EXT_EU,USD,EXP,SITC5-8,HR	11.7 	: 	: 
EXT_EU,USD,EXP,SITC5-8,HU	30.3 	39.6 	42.5 
EXT_EU,USD,EXP,SITC5-8,IE	66.9 	67.8 	73.6 
EXT_EU,USD,EXP,SITC5-8,IT	20.2 	20.7 	20.3 
EXT_EU,USD,EXP,SITC5-8,LT	16.9 	15.4 	14 
EXT_EU,USD,EXP,SITC5-8,LU	26.6 	21.1 	24.6 
EXT_EU,USD,EXP,SITC5-8,LV	19.3 	17 	15.9 
EXT_EU,USD,EXP,SITC5-8,MT	66.9 	71.6 	74.8 
EXT_EU,USD,EXP,SITC5-8,NL	38.6 	40.2 	37 
EXT_EU,USD,EXP,SITC5-8,PL	0 	0 	0.1 
EXT_EU,USD,EXP,SITC5-8,PT	22 	24.3 	23.1 
EXT_EU,USD,EXP,SITC5-8,RO	22 	24.8 	27.2 
EXT_EU,USD,EXP,SITC5-8,SE	30.8 	24.2 	10.9 
EXT_EU,USD,EXP,SITC5-8,SI	11.4 	8.8 	9.1 
EXT_EU,USD,EXP,SITC5-8,SK	9.8 	9.2 	16.9 
EXT_EU,USD,EXP,SITC5-8,UK	36.3 	35.8 	31.7 
EXT_EU,USD,EXP,TOTAL,AT	20.7 	19.1 	18.6 
EXT_EU,USD,EXP,TOTAL,BE	47.3 	36.7 	38.3 
EXT_EU,USD,EXP,TOTAL,BG	54.7 	60.6 	54.5 
EXT_EU,USD,EXP,TOTAL,CY	32.3 	41.6 	35.8 
EXT_EU,USD,EXP,TOTAL,CZ	34.3 	33.5 	34.2 
EXT_EU,USD,EXP,TOTAL,DE	26.1 	25.6 	25.5 
EXT_EU,USD,EXP,TOTAL,DK	33.2 	33.7 	29.6 
EXT_EU,USD,EXP,TOTAL,EA	32 	31.3 	32.5 
EXT_EU,USD,EXP,TOTAL,EE	27.6 	35.7 	45.1 
EXT_EU,USD,EXP,TOTAL,EL	66.7 	62.4 	54.7 
EXT_EU,USD,EXP,TOTAL,ES	32.9 	35.3 	28.6 
EXT_EU,USD,EXP,TOTAL,EU	32 	31.1 	31.2 
EXT_EU,USD,EXP,TOTAL,FI	33.2 	29.1 	44.9 
EXT_EU,USD,EXP,TOTAL,FR	38.7 	38.5 	40 
EXT_EU,USD,EXP,TOTAL,HR	12.9 	: 	: 
EXT_EU,USD,EXP,TOTAL,HU	30.7 	37.2 	40.6 
EXT_EU,USD,EXP,TOTAL,IE	65.8 	66.9 	73.7 
EXT_EU,USD,EXP,TOTAL,IT	23.9 	24.3 	24 
EXT_EU,USD,EXP,TOTAL,LT	27.8 	24.1 	30.7 
EXT_EU,USD,EXP,TOTAL,LU	29.9 	23.1 	24.2 
EXT_EU,USD,EXP,TOTAL,LV	20.8 	23.1 	19 
EXT_EU,USD,EXP,TOTAL,MT	62.6 	78.1 	66.9 
EXT_EU,USD,EXP,TOTAL,NL	36 	37.6 	38.3 
EXT_EU,USD,EXP,TOTAL,PL	0 	0 	0.1 
EXT_EU,USD,EXP,TOTAL,PT	28.9 	31.9 	28.5 
EXT_EU,USD,EXP,TOTAL,RO	39.3 	40.6 	41.4 
EXT_EU,USD,EXP,TOTAL,SE	35 	27.7 	11.8 
EXT_EU,USD,EXP,TOTAL,SI	11.3 	9 	9.5 
EXT_EU,USD,EXP,TOTAL,SK	9.8 	9.2 	16.6 
EXT_EU,USD,EXP,TOTAL,UK	35.9 	33.8 	31.4 
EXT_EU,USD,IMP,SITC0-4A,AT	24.9 	17.6 	22 
EXT_EU,USD,IMP,SITC0-4A,BE	44.5 	42.6 	31.8 
EXT_EU,USD,IMP,SITC0-4A,BG	82.1 	48.3 	82.4 
EXT_EU,USD,IMP,SITC0-4A,CY	55.5 	59.4 	62.5 
EXT_EU,USD,IMP,SITC0-4A,CZ	35.5 	73.2 	68.8 
EXT_EU,USD,IMP,SITC0-4A,DE	35.3 	32.3 	34.5 
EXT_EU,USD,IMP,SITC0-4A,DK	37.8 	41.7 	39.6 
EXT_EU,USD,IMP,SITC0-4A,EA	45.6 	45.4 	41.9 
EXT_EU,USD,IMP,SITC0-4A,EE	17.7 	21.2 	17.9 
EXT_EU,USD,IMP,SITC0-4A,EL	71.2 	75.4 	67 
EXT_EU,USD,IMP,SITC0-4A,ES	59.8 	59.5 	57.5 
EXT_EU,USD,IMP,SITC0-4A,EU	46.3 	46.9 	44 
EXT_EU,USD,IMP,SITC0-4A,FI	53.9 	54 	31.7 
EXT_EU,USD,IMP,SITC0-4A,FR	46.5 	47.3 	40.2 
EXT_EU,USD,IMP,SITC0-4A,HR	25.7 	: 	: 
EXT_EU,USD,IMP,SITC0-4A,HU	73.2 	74.8 	83.4 
EXT_EU,USD,IMP,SITC0-4A,IE	67.3 	73 	63.2 
EXT_EU,USD,IMP,SITC0-4A,IT	41.5 	37.9 	38.8 
EXT_EU,USD,IMP,SITC0-4A,LT	26.8 	23.2 	24.3 
EXT_EU,USD,IMP,SITC0-4A,LU	34.3 	26.3 	44.6 
EXT_EU,USD,IMP,SITC0-4A,LV	19.5 	15.6 	20.8 
EXT_EU,USD,IMP,SITC0-4A,MT	60.5 	58.9 	54.3 
EXT_EU,USD,IMP,SITC0-4A,NL	49.7 	58.3 	49.1 
EXT_EU,USD,IMP,SITC0-4A,PL	60.6 	56.1 	55.2 
EXT_EU,USD,IMP,SITC0-4A,PT	56.6 	63.7 	65.7 
EXT_EU,USD,IMP,SITC0-4A,RO	48.5 	34.8 	36.2 
EXT_EU,USD,IMP,SITC0-4A,SE	33.5 	39.5 	38.3 
EXT_EU,USD,IMP,SITC0-4A,SI	30.3 	43.7 	44.7 
EXT_EU,USD,IMP,SITC0-4A,SK	54.5 	76.6 	90.6 
EXT_EU,USD,IMP,SITC0-4A,UK	50.4 	56.3 	50.5 
EXT_EU,USD,IMP,SITC33,AT	0.1 	0 	0.1 
EXT_EU,USD,IMP,SITC33,BE	95.2 	97.7 	84.2 
EXT_EU,USD,IMP,SITC33,BG	99.5 	99.7 	99.6 
EXT_EU,USD,IMP,SITC33,CY	89 	93.9 	95.9 
EXT_EU,USD,IMP,SITC33,CZ	82.1 	81.7 	92.4 
EXT_EU,USD,IMP,SITC33,DE	49.2 	50.2 	50.2 
EXT_EU,USD,IMP,SITC33,DK	98.6 	98 	98.6 
EXT_EU,USD,IMP,SITC33,EA	84.3 	76.7 	76.3 
EXT_EU,USD,IMP,SITC33,EE	95.3 	85.4 	95.6 
EXT_EU,USD,IMP,SITC33,EL	99.2 	99.7 	94.5 
EXT_EU,USD,IMP,SITC33,ES	96.6 	60.8 	62.1 
EXT_EU,USD,IMP,SITC33,EU	87.5 	81.6 	79.2 
EXT_EU,USD,IMP,SITC33,FI	99.9 	99.1 	99.2 
EXT_EU,USD,IMP,SITC33,FR	83.1 	82.7 	92.8 
EXT_EU,USD,IMP,SITC33,HR	98.8 	: 	: 
EXT_EU,USD,IMP,SITC33,HU	98.8 	99.8 	99.9 
EXT_EU,USD,IMP,SITC33,IE	93.3 	81.6 	82 
EXT_EU,USD,IMP,SITC33,IT	99.2 	71.8 	66.9 
EXT_EU,USD,IMP,SITC33,LT	96.1 	97.9 	99.1 
EXT_EU,USD,IMP,SITC33,LU	50.9 	9.5 	27.9 
EXT_EU,USD,IMP,SITC33,LV	75.8 	80.5 	80.5 
EXT_EU,USD,IMP,SITC33,MT	94.4 	92.1 	78.3 
EXT_EU,USD,IMP,SITC33,NL	93.2 	95.5 	91.7 
EXT_EU,USD,IMP,SITC33,PL	98.8 	98.9 	99 
EXT_EU,USD,IMP,SITC33,PT	99.9 	98.7 	96.9 
EXT_EU,USD,IMP,SITC33,RO	99.8 	99.8 	98.9 
EXT_EU,USD,IMP,SITC33,SE	94 	96 	22.2 
EXT_EU,USD,IMP,SITC33,SI	74.8 	92.7 	85 
EXT_EU,USD,IMP,SITC33,SK	100 	99.9 	99.5 
EXT_EU,USD,IMP,SITC33,UK	99.3 	99 	99 
EXT_EU,USD,IMP,SITC5-8,AT	32.2 	32.5 	33.3 
EXT_EU,USD,IMP,SITC5-8,BE	60.9 	58.7 	53.3 
EXT_EU,USD,IMP,SITC5-8,BG	38.8 	38.5 	36.5 
EXT_EU,USD,IMP,SITC5-8,CY	43.7 	58.3 	55.1 
EXT_EU,USD,IMP,SITC5-8,CZ	62.9 	62.6 	62.7 
EXT_EU,USD,IMP,SITC5-8,DE	44.6 	43.8 	46.1 
EXT_EU,USD,IMP,SITC5-8,DK	44.8 	54.3 	48.8 
EXT_EU,USD,IMP,SITC5-8,EA	48.5 	49 	48.4 
EXT_EU,USD,IMP,SITC5-8,EE	60.2 	58 	53.1 
EXT_EU,USD,IMP,SITC5-8,EL	57.6 	55.4 	58.5 
EXT_EU,USD,IMP,SITC5-8,ES	45.7 	46.4 	43 
EXT_EU,USD,IMP,SITC5-8,EU	50.7 	51.1 	50.9 
EXT_EU,USD,IMP,SITC5-8,FI	49.9 	44.9 	35.7 
EXT_EU,USD,IMP,SITC5-8,FR	45.5 	44.8 	45.1 
EXT_EU,USD,IMP,SITC5-8,HR	36.6 	: 	: 
EXT_EU,USD,IMP,SITC5-8,HU	57.4 	61.7 	53.1 
EXT_EU,USD,IMP,SITC5-8,IE	68 	77.6 	76 
EXT_EU,USD,IMP,SITC5-8,IT	44.5 	43.6 	42.3 
EXT_EU,USD,IMP,SITC5-8,LT	51.7 	44.3 	51.8 
EXT_EU,USD,IMP,SITC5-8,LU	55.5 	63 	59.8 
EXT_EU,USD,IMP,SITC5-8,LV	34.6 	35 	35 
EXT_EU,USD,IMP,SITC5-8,MT	52.3 	58.8 	62.3 
EXT_EU,USD,IMP,SITC5-8,NL	54.5 	59.4 	58.5 
EXT_EU,USD,IMP,SITC5-8,PL	60 	62.5 	63.3 
EXT_EU,USD,IMP,SITC5-8,PT	48.4 	46.4 	41.1 
EXT_EU,USD,IMP,SITC5-8,RO	43.7 	42.4 	50.5 
EXT_EU,USD,IMP,SITC5-8,SE	43.8 	46 	46.2 
EXT_EU,USD,IMP,SITC5-8,SI	25 	25 	24.4 
EXT_EU,USD,IMP,SITC5-8,SK	23.2 	29.3 	26.7 
EXT_EU,USD,IMP,SITC5-8,UK	60.2 	58.8 	61.6 
EXT_EU,USD,IMP,TOTAL,AT	25.4 	22.9 	25.6 
EXT_EU,USD,IMP,TOTAL,BE	62 	59.7 	51.3 
EXT_EU,USD,IMP,TOTAL,BG	68.4 	65 	71.9 
EXT_EU,USD,IMP,TOTAL,CY	59.9 	75.4 	70.2 
EXT_EU,USD,IMP,TOTAL,CZ	63.2 	67.3 	67.7 
EXT_EU,USD,IMP,TOTAL,DE	43.7 	42.9 	44.9 
EXT_EU,USD,IMP,TOTAL,DK	51.1 	58 	51.4 
EXT_EU,USD,IMP,TOTAL,EA	55.6 	55.1 	52.7 
EXT_EU,USD,IMP,TOTAL,EE	60 	57.2 	57.6 
EXT_EU,USD,IMP,TOTAL,EL	82.3 	83.2 	75 
EXT_EU,USD,IMP,TOTAL,ES	65.4 	54.9 	51.9 
EXT_EU,USD,IMP,TOTAL,EU	57.9 	58 	55.1 
EXT_EU,USD,IMP,TOTAL,FI	70.6 	69.5 	55 
EXT_EU,USD,IMP,TOTAL,FR	55.6 	56 	56.5 
EXT_EU,USD,IMP,TOTAL,HR	58 	: 	: 
EXT_EU,USD,IMP,TOTAL,HU	67.2 	70.7 	63.4 
EXT_EU,USD,IMP,TOTAL,IE	70.5 	77.9 	76.7 
EXT_EU,USD,IMP,TOTAL,IT	56.6 	50.5 	47.8 
EXT_EU,USD,IMP,TOTAL,LT	69.2 	70.7 	73.2 
EXT_EU,USD,IMP,TOTAL,LU	53.9 	62.2 	58.3 
EXT_EU,USD,IMP,TOTAL,LV	34.1 	34.3 	35.9 
EXT_EU,USD,IMP,TOTAL,MT	62 	61.9 	63.1 
EXT_EU,USD,IMP,TOTAL,NL	62.7 	69.5 	63.9 
EXT_EU,USD,IMP,TOTAL,PL	67 	68.6 	67 
EXT_EU,USD,IMP,TOTAL,PT	72.8 	76 	68.4 
EXT_EU,USD,IMP,TOTAL,RO	60.7 	57.2 	59.5 
EXT_EU,USD,IMP,TOTAL,SE	54.4 	58.1 	39.7 
EXT_EU,USD,IMP,TOTAL,SI	32.2 	37.2 	35.2 
EXT_EU,USD,IMP,TOTAL,SK	42.6 	52.9 	51.2 
EXT_EU,USD,IMP,TOTAL,UK	66.4 	67.2 	65.3 
WORLD,EUR,EXP,SITC0-4A,CH	38.8 	23.8 	: 
WORLD,EUR,EXP,SITC0-4A,IS	38.2 	35.7 	39.2 
WORLD,EUR,EXP,SITC0-4A,NO	77.1 	77.1 	73.4 
WORLD,EUR,EXP,SITC33,CH	4.7 	5.8 	: 
WORLD,EUR,EXP,SITC33,IS	0.4 	0.2 	0.2 
WORLD,EUR,EXP,SITC33,NO	0.2 	0.2 	0.3 
WORLD,EUR,EXP,SITC5-8,CH	34.7 	30 	: 
WORLD,EUR,EXP,SITC5-8,IS	18.7 	20.1 	18.2 
WORLD,EUR,EXP,SITC5-8,NO	31.8 	31.8 	34.2 
WORLD,EUR,EXP,TOTAL,CH	26.9 	21.9 	: 
WORLD,EUR,EXP,TOTAL,IS	27.2 	27 	27 
WORLD,EUR,EXP,TOTAL,NO	36.3 	36.3 	33 
WORLD,EUR,IMP,SITC0-4A,CH	55.4 	47.2 	: 
WORLD,EUR,IMP,SITC0-4A,IS	23.8 	22.2 	20.2 
WORLD,EUR,IMP,SITC0-4A,NO	29.4 	29.4 	32 
WORLD,EUR,IMP,SITC33,CH	43.5 	52.4 	: 
WORLD,EUR,IMP,SITC33,IS	1.2 	1.5 	1.8 
WORLD,EUR,IMP,SITC33,NO	4.3 	4.3 	4 
WORLD,EUR,IMP,SITC5-8,CH	53.5 	54.9 	: 
WORLD,EUR,IMP,SITC5-8,IS	46.3 	45.7 	45.2 
WORLD,EUR,IMP,SITC5-8,NO	36.4 	36.4 	35.5 
WORLD,EUR,IMP,TOTAL,CH	42.5 	43.5 	: 
WORLD,EUR,IMP,TOTAL,IS	33.8 	33.9 	33.1 
WORLD,EUR,IMP,TOTAL,NO	33.4 	33.4 	33.3 
WORLD,EU_OTH,EXP,SITC0-4A,CH	3.8 	2.6 	: 
WORLD,EU_OTH,EXP,SITC0-4A,IS	18.2 	18 	21.6 
WORLD,EU_OTH,EXP,SITC0-4A,NO	1.2 	1.2 	1.6 
WORLD,EU_OTH,EXP,SITC33,CH	0 	0 	: 
WORLD,EU_OTH,EXP,SITC33,IS	12 	12.7 	12 
WORLD,EU_OTH,EXP,SITC33,NO	0.3 	0.3 	0.1 
WORLD,EU_OTH,EXP,SITC5-8,CH	2.6 	2.8 	: 
WORLD,EU_OTH,EXP,SITC5-8,IS	1.3 	1.3 	1.2 
WORLD,EU_OTH,EXP,SITC5-8,NO	8.4 	8.4 	7.8 
WORLD,EU_OTH,EXP,TOTAL,CH	2 	2 	: 
WORLD,EU_OTH,EXP,TOTAL,IS	9.3 	9.3 	10.1 
WORLD,EU_OTH,EXP,TOTAL,NO	2.5 	2.5 	2.7 
WORLD,EU_OTH,IMP,SITC0-4A,CH	2 	1.5 	: 
WORLD,EU_OTH,IMP,SITC0-4A,IS	15.9 	12.9 	11.7 
WORLD,EU_OTH,IMP,SITC0-4A,NO	9.6 	9.6 	10 
WORLD,EU_OTH,IMP,SITC33,CH	0 	0 	: 
WORLD,EU_OTH,IMP,SITC33,IS	0.4 	0.4 	1 
WORLD,EU_OTH,IMP,SITC33,NO	1.8 	1.8 	1.9 
WORLD,EU_OTH,IMP,SITC5-8,CH	1.2 	1.2 	: 
WORLD,EU_OTH,IMP,SITC5-8,IS	18.9 	18.9 	21.2 
WORLD,EU_OTH,IMP,SITC5-8,NO	13.8 	13.8 	12.7 
WORLD,EU_OTH,IMP,TOTAL,CH	1 	1.1 	: 
WORLD,EU_OTH,IMP,TOTAL,IS	15.2 	14.8 	16.2 
WORLD,EU_OTH,IMP,TOTAL,NO	12.5 	12.5 	11.8 
WORLD,OTH,EXP,SITC0-4A,CH	46.3 	68.1 	: 
WORLD,OTH,EXP,SITC0-4A,IS	10.4 	12.4 	13.6 
WORLD,OTH,EXP,SITC0-4A,NO	5.2 	5.2 	7 
WORLD,OTH,EXP,SITC33,CH	46.8 	85.3 	: 
WORLD,OTH,EXP,SITC33,IS	1.2 	0.8 	3.1 
WORLD,OTH,EXP,SITC33,NO	0.1 	0.1 	0.1 
WORLD,OTH,EXP,SITC5-8,CH	43.2 	49.3 	: 
WORLD,OTH,EXP,SITC5-8,IS	4.5 	3.3 	3.5 
WORLD,OTH,EXP,SITC5-8,NO	23.7 	23.7 	22 
WORLD,OTH,EXP,TOTAL,CH	51.4 	58.2 	: 
WORLD,OTH,EXP,TOTAL,IS	7.1 	7.4 	7.8 
WORLD,OTH,EXP,TOTAL,NO	7.4 	7.4 	8.3 
WORLD,OTH,IMP,SITC0-4A,CH	33.4 	43.7 	: 
WORLD,OTH,IMP,SITC0-4A,IS	8.4 	8.7 	10.5 
WORLD,OTH,IMP,SITC0-4A,NO	19.5 	19.5 	17.2 
WORLD,OTH,IMP,SITC33,CH	55.6 	47.2 	: 
WORLD,OTH,IMP,SITC33,IS	27.4 	0.3 	0.1 
WORLD,OTH,IMP,SITC33,NO	5.5 	5.5 	5.8 
WORLD,OTH,IMP,SITC5-8,CH	31.6 	30.5 	: 
WORLD,OTH,IMP,SITC5-8,IS	14.5 	17.7 	14.9 
WORLD,OTH,IMP,SITC5-8,NO	32.6 	32.6 	31.4 
WORLD,OTH,IMP,TOTAL,CH	24.9 	22.9 	: 
WORLD,OTH,IMP,TOTAL,IS	15.3 	13.1 	11.9 
WORLD,OTH,IMP,TOTAL,NO	28.9 	28.9 	27.8 
WORLD,TOTAL,EXP,SITC0-4A,CH	100 	100 	: 
WORLD,TOTAL,EXP,SITC0-4A,IS	100 	100 	100 
WORLD,TOTAL,EXP,SITC0-4A,NO	100 	100 	100 
WORLD,TOTAL,EXP,SITC33,CH	100 	100 	: 
WORLD,TOTAL,EXP,SITC33,IS	100 	100 	100 
WORLD,TOTAL,EXP,SITC33,NO	100 	100 	100 
WORLD,TOTAL,EXP,SITC5-8,CH	100 	100 	: 
WORLD,TOTAL,EXP,SITC5-8,IS	100 	100 	100 
WORLD,TOTAL,EXP,SITC5-8,NO	100 	100 	100 
WORLD,TOTAL,EXP,TOTAL,CH	100 	100 	: 
WORLD,TOTAL,EXP,TOTAL,IS	100 	100 	100 
WORLD,TOTAL,EXP,TOTAL,NO	100 	100 	100 
WORLD,TOTAL,IMP,SITC0-4A,CH	100 	100 	: 
WORLD,TOTAL,IMP,SITC0-4A,IS	100 	100 	100 
WORLD,TOTAL,IMP,SITC0-4A,NO	100 	100 	100 
WORLD,TOTAL,IMP,SITC33,CH	100 	100 	: 
WORLD,TOTAL,IMP,SITC33,IS	100 	100 	100 
WORLD,TOTAL,IMP,SITC33,NO	100 	100 	100 
WORLD,TOTAL,IMP,SITC5-8,CH	100 	100 	: 
WORLD,TOTAL,IMP,SITC5-8,IS	100 	100 	100 
WORLD,TOTAL,IMP,SITC5-8,NO	100 	100 	100 
WORLD,TOTAL,IMP,TOTAL,CH	100 	100 	: 
WORLD,TOTAL,IMP,TOTAL,IS	100 	100 	100 
WORLD,TOTAL,IMP,TOTAL,NO	100 	100 	100 
WORLD,USD,EXP,SITC0-4A,CH	11.2 	5.5 	: 
WORLD,USD,EXP,SITC0-4A,IS	33.3 	33.9 	25.6 
WORLD,USD,EXP,SITC0-4A,NO	16.4 	16.4 	18 
WORLD,USD,EXP,SITC33,CH	48.5 	9 	: 
WORLD,USD,EXP,SITC33,IS	86.4 	86.3 	84.7 
WORLD,USD,EXP,SITC33,NO	99.4 	99.4 	99.5 
WORLD,USD,EXP,SITC5-8,CH	19.5 	18 	: 
WORLD,USD,EXP,SITC5-8,IS	75.5 	75.3 	77.2 
WORLD,USD,EXP,SITC5-8,NO	36 	36 	35.9 
WORLD,USD,EXP,TOTAL,CH	19.8 	18 	: 
WORLD,USD,EXP,TOTAL,IS	56.5 	56.3 	55.1 
WORLD,USD,EXP,TOTAL,NO	53.9 	53.9 	56 
WORLD,USD,IMP,SITC0-4A,CH	9.2 	7.7 	: 
WORLD,USD,IMP,SITC0-4A,IS	51.9 	56.2 	57.5 
WORLD,USD,IMP,SITC0-4A,NO	41.5 	41.5 	40.7 
WORLD,USD,IMP,SITC33,CH	0.9 	0.3 	: 
WORLD,USD,IMP,SITC33,IS	71 	97.8 	97.2 
WORLD,USD,IMP,SITC33,NO	88.4 	88.4 	88.4 
WORLD,USD,IMP,SITC5-8,CH	13.7 	13.4 	: 
WORLD,USD,IMP,SITC5-8,IS	20.3 	17.7 	18.7 
WORLD,USD,IMP,SITC5-8,NO	17.1 	17.1 	20.4 
WORLD,USD,IMP,TOTAL,CH	31.6 	32.5 	: 
WORLD,USD,IMP,TOTAL,IS	35.7 	38.1 	38.8 
WORLD,USD,IMP,TOTAL,NO	25.1 	25.1 	27.1 
